Car Name,Distance,Owner,Fuel,Drive,Car_Age,Selling_Price,Location
Maruti Swift,47797,1,PETROL,Manual,14,85200,Delhi
Maruti Swift,47073,1,PETROL,Manual,13,136000,Delhi
Maruti Swift,70989,1,PETROL,Manual,13,126000,Delhi
Maruti Swift,11210,1,PETROL,Manual,4,453600,Delhi
Maruti Swift,33431,1,PETROL,Manual,10,151600,Delhi
Maruti Swift,45015,1,PETROL,Manual,12,136000,Delhi
Maruti Swift,79320,1,PETROL,Manual,11,136000,Delhi
Maruti Swift,22171,1,PETROL,Manual,8,170400,Delhi
Maruti Swift,47741,1,PETROL,Manual,15,82800,Delhi
Maruti Swift,97424,1,PETROL,Manual,12,130000,Delhi
Maruti Swift,51905,1,PETROL,Manual,12,128000,Delhi
Maruti Swift,16914,1,PETROL,Manual,6,298100,Delhi
Maruti Swift,62276,1,PETROL,Manual,10,160800,Delhi
Maruti Swift,13559,1,PETROL,Manual,8,188000,Delhi
Maruti Swift,86974,1,PETROL,Manual,8,173200,Delhi
Maruti Swift,94660,1,PETROL,Manual,14,94800,Delhi
Maruti Swift,69739,1,PETROL,Manual,8,174400,Delhi
Maruti Swift,46987,1,PETROL,Manual,8,180000,Delhi
Maruti Swift,79267,1,PETROL,Manual,9,143600,Delhi
Maruti Swift,61896,1,PETROL,Manual,14,124800,Delhi
Maruti Swift,48422,1,PETROL,Manual,14,90800,Delhi
Maruti Swift,70182,1,PETROL,Manual,6,273900,Delhi
Maruti Swift,39930,1,PETROL,Manual,6,312400,Delhi
Maruti Swift,10616,1,PETROL,Manual,6,282562.5,Delhi
Maruti Swift,76039,1,PETROL,Manual,8,183200,Delhi
Maruti Swift,51768,1,PETROL,Manual,5,359555,Delhi
Maruti Swift,69860,1,PETROL,Manual,11,158800,Delhi
Maruti Swift,93152,1,PETROL,Manual,6,273350,Delhi
Maruti Swift,17211,1,PETROL,Manual,4,466900,Delhi
Maruti Swift,69859,1,PETROL,Manual,11,138000,Delhi
Maruti Swift,49661,1,PETROL,Manual,6,278300,Delhi
Maruti Swift,41110,1,PETROL,Manual,13,119200,Delhi
Maruti Swift,65090,1,PETROL,Manual,14,85600,Delhi
Maruti Swift,6331,1,PETROL,Manual,11,160800,Delhi
Maruti Swift,97383,1,PETROL,Manual,14,95200,Delhi
Maruti Swift,52483,1,PETROL,Manual,15,73600,Delhi
Maruti Swift,47934,1,PETROL,Manual,9,159600,Delhi
Maruti Swift,19215,1,PETROL,Manual,11,175200,Delhi
Maruti Swift,62746,1,PETROL,Manual,15,73600,Delhi
Maruti Swift,37290,1,PETROL,Manual,10,176000,Delhi
Maruti Swift,15015,1,PETROL,Manual,8,212000,Delhi
Maruti Swift,18498,1,PETROL,Manual,11,135200,Delhi
Maruti Swift,44710,1,PETROL,Manual,8,171200,Delhi
Maruti Swift,49115,1,PETROL,Manual,15,81200,Delhi
Maruti Swift,70129,1,PETROL,Manual,8,220800,Maharashtra
Maruti Swift,14567,1,PETROL,Manual,4,474600,West Bengal
Maruti Swift,40368,1,PETROL,Manual,9,190800,Haryana
Maruti Swift,28956,1,PETROL,Manual,6,314600,Uttar Pradesh
Maruti Swift,69045,1,PETROL,Manual,11,160400,Uttar Pradesh
Maruti Swift,44602,1,PETROL,Manual,7,359700,Telangana
Maruti Swift,37732,1,PETROL,Manual,6,330550,Madhya Pradesh
Maruti Swift,21083,1,PETROL,Manual,8,217600,Gujarat
Maruti Swift,47262,1,PETROL,Manual,6,332750,Punjab
Maruti Swift,32875,1,PETROL,Manual,7,318450,Gujarat
Maruti Swift,51622,1,PETROL,Manual,6,299750,Haryana
Maruti Swift,60559,1,PETROL,Manual,10,173600,Rajasthan
Maruti Swift,69232,1,PETROL,Manual,10,204800,Tamil Nadu
Maruti Swift,25854,1,PETROL,Manual,6,330000,Madhya Pradesh
Maruti Swift,8638,1,PETROL,Manual,5,439600,Gujarat
Maruti Swift,47004,1,PETROL,Manual,7,322300,Madhya Pradesh
Maruti Swift,97229,1,PETROL,Manual,7,285450,Rajasthan
Maruti Swift,69176,1,PETROL,Manual,7,338800,Chandigarh
Maruti Swift,39046,1,PETROL,Manual,8,204000,Haryana
Maruti Swift,43563,1,PETROL,Manual,10,185080,Maharashtra
Maruti Swift,52763,1,PETROL,Manual,10,199200,Maharashtra
Maruti Swift,29056,1,PETROL,Manual,13,135200,Maharashtra
Maruti Swift,56907,1,PETROL,Manual,6,313500,Uttar Pradesh
Maruti Swift,78110,1,PETROL,Manual,10,185600,Gujarat
Maruti Swift,63772,1,PETROL,Manual,6,287650,Uttar Pradesh
Maruti Swift,53338,1,PETROL,Manual,10,183200,Maharashtra
Maruti Swift,79697,1,PETROL,Manual,8,168000,Haryana
Maruti Swift,93785,1,PETROL,Manual,9,238000,Telangana
Maruti Swift,10519,1,PETROL,Manual,6,314050,West Bengal
Maruti Swift,17273,1,PETROL,Manual,4,599200,Tamil Nadu
Maruti Swift,23797,1,PETROL,Manual,4,511000,Maharashtra
Maruti Swift,54364,1,PETROL,Manual,5,414400,Gujarat
Maruti Swift,42955,1,PETROL,Manual,8,195200,Uttar Pradesh
Maruti Swift,67841,1,PETROL,Manual,8,208800,Gujarat
Maruti Swift,37694,1,PETROL,Manual,7,301950,Punjab
Maruti Swift,27785,1,PETROL,Manual,7,358600,Haryana
Maruti Swift,47462,1,PETROL,Manual,9,210800,Telangana
Maruti Swift,17023,1,PETROL,Manual,6,292050,Uttar Pradesh
Maruti Swift,21804,1,PETROL,Manual,4,455700,Haryana
Maruti Swift,57054,1,PETROL,Manual,10,176400,Maharashtra
Maruti Swift,21270,1,PETROL,Manual,6,336050,Haryana
Maruti Swift,92870,1,PETROL,Manual,7,331650,Telangana
Maruti Swift,40392,1,PETROL,Manual,10,170000,Uttar Pradesh
Maruti Swift,58570,1,PETROL,Manual,12,158000,Maharashtra
Maruti Swift,67954,1,PETROL,Manual,13,159200,Tamil Nadu
Maruti Swift,15218,1,PETROL,Manual,4,476000,Punjab
Maruti Swift,30866,1,PETROL,Manual,8,225600,Maharashtra
Maruti Swift,10991,1,PETROL,Manual,8,212000,Maharashtra
Maruti Swift,48005,1,PETROL,Manual,13,125200,Uttar Pradesh
Maruti Swift,73889,1,PETROL,Manual,11,188400,Telangana
Maruti Swift,80664,1,PETROL,Manual,9,151600,Uttar Pradesh
Maruti Swift,52783,1,PETROL,Manual,9,205600,Tamil Nadu
Maruti Swift,56291,1,PETROL,Manual,7,314600,Haryana
Maruti Swift,79695,1,PETROL,Manual,13,129200,Haryana
Maruti Swift,39155,1,PETROL,Manual,13,158800,Maharashtra
Maruti Swift,61249,1,PETROL,Manual,12,160800,Gujarat
Maruti Swift,64660,1,PETROL,Manual,6,352550,Tamil Nadu
Maruti Swift,42516,1,PETROL,Manual,4,462000,Tamil Nadu
Maruti Swift,43278,1,PETROL,Manual,12,160800,Gujarat
Maruti Swift,57109,1,PETROL,Manual,5,414400,Gujarat
Maruti Swift,61881,1,PETROL,Manual,9,220000,Telangana
Maruti Swift,69895,1,PETROL,Manual,8,191600,Gujarat
Maruti Swift,57938,1,PETROL,Manual,8,186800,Gujarat
Maruti Swift,80955,1,PETROL,Manual,7,354200,Telangana
Maruti Swift,21736,1,PETROL,Manual,8,224800,Gujarat
Maruti Swift,71763,1,PETROL,Manual,8,191200,Haryana
Maruti Swift,97286,1,PETROL,Manual,10,162000,Uttar Pradesh
Maruti Swift,76606,1,PETROL,Manual,12,134000,Uttar Pradesh
Maruti Swift,56187,1,PETROL,Manual,6,295350,Haryana
Maruti Swift,34785,1,PETROL,Manual,6,307450,Tamil Nadu
Maruti Swift,43012,1,PETROL,Manual,6,319000,Gujarat
Maruti Swift,43348,1,PETROL,Manual,7,301950,West Bengal
Maruti Swift,27468,1,PETROL,Manual,8,188000,Haryana
Maruti Swift,70344,1,PETROL,Manual,11,151200,Uttar Pradesh
Maruti Swift,65544,1,PETROL,Manual,11,167600,Haryana
Maruti Swift,51558,1,PETROL,Manual,4,389200,Haryana
Maruti Swift,44992,1,PETROL,Manual,11,148800,Uttar Pradesh
Maruti Swift,47513,1,PETROL,Manual,5,441700,Tamil Nadu
Maruti Swift,40535,1,PETROL,Manual,6,324500,West Bengal
Maruti Swift,71050,1,PETROL,Manual,8,216800,Telangana
Maruti Swift,18670,1,PETROL,Manual,6,326150,Madhya Pradesh
Maruti Swift,53486,1,PETROL,Manual,8,221200,Tamil Nadu
Maruti Swift,43013,1,PETROL,Manual,10,203200,Gujarat
Maruti Swift,63998,1,PETROL,Manual,11,182800,Madhya Pradesh
Maruti Swift,89183,1,PETROL,Manual,10,192400,Tamil Nadu
Maruti Swift,69622,1,PETROL,Manual,12,154000,Maharashtra
Maruti Swift,28793,1,PETROL,Manual,6,298100,Uttar Pradesh
Maruti Swift,97310,1,PETROL,Manual,13,120400,Uttar Pradesh
Maruti Swift,56150,1,PETROL,Manual,11,177600,Maharashtra
Maruti Swift,44597,1,PETROL,Manual,11,111200,West Bengal
Maruti Swift,69784,1,PETROL,Manual,6,308000,Rajasthan
Maruti Swift,32161,1,PETROL,Manual,4,381500,Haryana
Maruti Swift,76419,1,PETROL,Manual,5,441000,Tamil Nadu
Maruti Swift,22321,1,PETROL,Manual,4,460600,Gujarat
Maruti Swift,20817,1,PETROL,Manual,10,210800,Tamil Nadu
Maruti Swift,99511,1,PETROL,Manual,8,205200,Maharashtra
Maruti Swift,49347,1,PETROL,Manual,12,139200,Haryana
Maruti Swift,25610,1,PETROL,Manual,10,209200,Maharashtra
Maruti Swift,58209,1,PETROL,Manual,12,168800,Tamil Nadu
Maruti Swift,37368,1,PETROL,Manual,8,194800,Haryana
Maruti Swift,40584,1,PETROL,Manual,6,308550,Uttar Pradesh
Maruti Swift,55919,1,PETROL,Manual,7,361350,Haryana
Maruti Swift,39682,1,PETROL,Manual,6,378950,Uttar Pradesh
Maruti Swift,42386,1,PETROL,Manual,8,215200,Maharashtra
Maruti Swift,52507,1,PETROL,Manual,11,194000,Telangana
Maruti Swift,37528,1,PETROL,Manual,11,162800,Haryana
Maruti Swift,33805,1,PETROL,Manual,11,172800,West Bengal
Maruti Swift,52858,1,PETROL,Manual,8,232800,Telangana
Maruti Swift,79324,1,PETROL,Manual,10,192000,Maharashtra
Maruti Swift,21840,1,PETROL,Manual,14,106000,Haryana
Maruti Swift,50080,1,PETROL,Manual,10,191600,Maharashtra
Maruti Swift,32528,1,PETROL,Manual,13,160400,Kerala
Maruti Swift,65033,1,PETROL,Manual,9,194000,Gujarat
Maruti Swift,58838,1,PETROL,Manual,4,457100,Haryana
Maruti Swift,81685,1,PETROL,Manual,9,209200,Tamil Nadu
Maruti Swift,32663,1,PETROL,Manual,6,344300,Haryana
Maruti Swift,82380,1,PETROL,Manual,9,180000,Madhya Pradesh
Maruti Swift,57546,1,PETROL,Manual,8,219200,Maharashtra
Maruti Swift,25941,1,PETROL,Manual,8,230400,Gujarat
Maruti Swift,9664,1,PETROL,Manual,6,332200,West Bengal
Maruti Swift,84823,1,PETROL,Manual,7,308550,Kerala
Maruti Swift,39548,1,PETROL,Manual,6,354750,Punjab
Maruti Swift,55145,1,PETROL,Manual,11,173200,Maharashtra
Maruti Swift,50879,1,PETROL,Manual,5,445200,Tamil Nadu
Maruti Swift,97529,1,PETROL,Manual,13,98800,Uttar Pradesh
Maruti Swift,55645,1,PETROL,Manual,12,145600,Maharashtra
Maruti Swift,74923,1,PETROL,Manual,12,156400,Gujarat
Maruti Swift,99624,1,PETROL,Manual,12,112800,West Bengal
Maruti Swift,58815,1,PETROL,Manual,5,422100,Haryana
Maruti Swift,82909,1,PETROL,Manual,15,92800,Chandigarh
Maruti Swift,74397,1,PETROL,Manual,8,188000,Gujarat
Maruti Swift,60574,1,PETROL,Manual,11,157600,Uttar Pradesh
Maruti Swift,59382,1,PETROL,Manual,6,300850,Bihar
Maruti Swift,44625,1,PETROL,Manual,7,294800,Rajasthan
Maruti Swift,59786,1,PETROL,Manual,11,134000,West Bengal
Maruti Swift,81442,1,PETROL,Manual,10,152800,Maharashtra
Maruti Swift,46469,1,PETROL,Manual,5,388500,West Bengal
Maruti Swift,49910,1,PETROL,Manual,8,180800,Uttar Pradesh
Maruti Swift,51579,1,PETROL,Manual,8,216000,Gujarat
Maruti Swift,31924,1,PETROL,Manual,8,209200,Maharashtra
Maruti Swift,14318,1,PETROL,Manual,4,497700,Tamil Nadu
Maruti Swift,68457,1,PETROL,Manual,7,323207.5,Telangana
Maruti Swift,78958,1,PETROL,Manual,10,162400,Maharashtra
Maruti Swift,50772,1,PETROL,Manual,11,118000,West Bengal
Maruti Swift,45234,1,PETROL,Manual,7,312400,Bihar
Maruti Swift,7396,1,PETROL,Manual,3,647700,Tamil Nadu
Maruti Swift,42662,1,PETROL,Manual,6,345400,Telangana
Maruti Swift,23941,1,PETROL,Manual,4,499100,Gujarat
Maruti Swift,25079,1,PETROL,Manual,9,202000,Gujarat
Maruti Swift,31653,1,PETROL,Manual,6,289300,Haryana
Maruti Swift,59990,1,PETROL,Manual,10,190400,Telangana
Maruti Swift,30176,1,PETROL,Manual,4,434000,Maharashtra
Maruti Swift,7734,1,PETROL,Manual,8,218400,Gujarat
Maruti Swift,23475,1,PETROL,Manual,5,455000,Tamil Nadu
Maruti Swift,43062,1,PETROL,Manual,4,420000,Haryana
Maruti Swift,31946,1,PETROL,Manual,11,172800,Maharashtra
Maruti Swift,31298,1,PETROL,Manual,13,133200,Maharashtra
Maruti Swift,60380,1,PETROL,Manual,9,234800,Kerala
Maruti Swift,94540,1,PETROL,Manual,11,168400,Telangana
Maruti Swift,51903,1,PETROL,Manual,11,184400,Maharashtra
Maruti Swift,15324,1,PETROL,Manual,4,496300,Chandigarh
Maruti Swift,14756,1,PETROL,Manual,4,452900,West Bengal
Maruti Swift,55262,1,PETROL,Manual,8,208800,Gujarat
Maruti Swift,43788,1,PETROL,Manual,4,455700,Uttar Pradesh
Maruti Swift,66639,1,PETROL,Manual,11,143600,Uttar Pradesh
Maruti Swift,9043,1,PETROL,Manual,3,650250,Maharashtra
Maruti Swift,45386,1,PETROL,Manual,13,125200,Bihar
Maruti Swift,52720,1,PETROL,Manual,6,353100,Maharashtra
Maruti Swift,46387,1,PETROL,Manual,8,176800,Haryana
Maruti Swift,60379,1,PETROL,Manual,11,174000,Maharashtra
Maruti Swift,43312,1,PETROL,Manual,7,315700,Punjab
Maruti Swift,29386,1,PETROL,Manual,12,158800,Maharashtra
Maruti Swift,41945,1,PETROL,Manual,6,341550,Gujarat
Maruti Swift,27029,1,PETROL,Manual,4,480200,Gujarat
Maruti Swift,32501,1,PETROL,Manual,6,311850,Haryana
Maruti Swift,52509,1,PETROL,Manual,7,309100,Rajasthan
Maruti Swift,58791,1,PETROL,Manual,7,254650,Haryana
Maruti Swift,30045,1,PETROL,Manual,6,289850,Gujarat
Maruti Swift,51956,1,PETROL,Manual,8,196400,Gujarat
Maruti Swift,98239,1,PETROL,Manual,11,156000,Madhya Pradesh
Maruti Swift,42481,1,PETROL,Manual,4,492800,Tamil Nadu
Maruti Swift,79623,1,PETROL,Manual,7,336600,Gujarat
Maruti Swift,47124,1,PETROL,Manual,10,165600,Haryana
Maruti Swift,69221,1,PETROL,Manual,8,206000,Gujarat
Maruti Swift,83096,1,PETROL,Manual,9,201600,Tamil Nadu
Maruti Swift,77965,1,PETROL,Manual,12,158400,Kerala
Maruti Swift,51872,1,PETROL,Manual,8,217600,Gujarat
Maruti Swift,56662,1,PETROL,Manual,8,197600,Maharashtra
Maruti Swift,65034,1,PETROL,Manual,8,223600,Tamil Nadu
Maruti Swift,88737,1,PETROL,Manual,10,146000,Haryana
Maruti Swift,49848,1,PETROL,Manual,7,315150,Gujarat
Maruti Swift,40064,1,PETROL,Manual,11,173200,Maharashtra
Maruti Swift,39115,1,PETROL,Manual,9,211200,Kerala
Maruti Swift,60216,1,PETROL,Manual,14,129600,Maharashtra
Maruti Swift,62648,1,PETROL,Manual,9,202400,Telangana
Maruti Swift,47142,1,PETROL,Manual,7,320100,Rajasthan
Maruti Swift,21826,1,PETROL,Manual,5,384300,Haryana
Maruti Swift,74704,1,PETROL,Manual,4,429100,Tamil Nadu
Maruti Swift,81673,1,PETROL,Manual,14,87200,Haryana
Maruti Swift,76430,1,PETROL,Manual,11,202000,Tamil Nadu
Maruti Swift,83231,1,PETROL,Manual,8,173280,Haryana
Maruti Swift,50892,1,PETROL,Manual,9,119200,West Bengal
Maruti Swift,80144,1,PETROL,Manual,5,436100,Tamil Nadu
Maruti Swift,67553,1,PETROL,Manual,7,322300,Gujarat
Datsun Redi Go,37488,1,PETROL,Manual,9,82000,Chandigarh
Maruti Alto,20494,1,PETROL,Manual,6,178200,Chandigarh
Maruti Alto K10,61108,1,PETROL,Manual,10,112400,Chandigarh
Maruti Wagon R 1.0,61132,1,PETROL,Manual,12,128000,Andhra Pradesh
Hyundai Eon,89559,1,PETROL,Manual,12,93200,Andhra Pradesh
Hyundai Santro Xing,94852,1,PETROL,Manual,14,60000,Bihar
Maruti Ritz,63764,1,PETROL,Manual,15,120800,Andhra Pradesh
Maruti Wagon R 1.0,92195,1,PETROL,Manual,12,126800,Andhra Pradesh
Maruti S PRESSO,8944,1,PETROL,Manual,3,409700,Chandigarh
Tata ALTROZ,20660,1,PETROL,Manual,4,515200,Bihar
Maruti Wagon R 1.0,91405,1,PETROL,Manual,12,129600,Andhra Pradesh
Hyundai i20,91703,1,PETROL,Manual,13,184000,Andhra Pradesh
Hyundai NEW I20,7271,1,PETROL,Manual,3,797300,Chandigarh
Datsun Go,42285,1,PETROL,Manual,9,81200,Bihar
Maruti Alto K10,63122,1,PETROL,Manual,14,65200,Bihar
Tata ALTROZ,27651,1,PETROL,Manual,5,367500,Bihar
Maruti Wagon R 1.0,75049,1,PETROL,Manual,9,137600,Bihar
Honda Brio,42634,1,PETROL,Manual,12,98000,Bihar
Toyota Etios Liva,86323,1,PETROL,Manual,14,86800,Bihar
Maruti Celerio,17759,1,PETROL,Manual,4,413700,Chandigarh
Hyundai NEW SANTRO,21668,1,PETROL,Manual,5,253400,Chandigarh
Maruti S PRESSO,6267,1,PETROL,Manual,3,380800,Bihar
Hyundai Eon,72027,1,PETROL,Manual,9,108400,Bihar
Maruti Wagon R 1.0,41747,1,PETROL,Manual,9,152800,Bihar
Hyundai i10,49341,1,PETROL,Manual,13,128800,Andhra Pradesh
Maruti Wagon R 1.0,62438,1,PETROL,Manual,12,135600,Andhra Pradesh
Honda Brio,60993,1,PETROL,Manual,12,143600,Andhra Pradesh
Hyundai i10,17300,1,PETROL,Manual,15,119200,Andhra Pradesh
Maruti Wagon R 1.0,63744,1,PETROL,Manual,12,112400,Andhra Pradesh
Maruti Wagon R 1.0,30027,1,PETROL,Manual,8,146400,Bihar
Renault Kwid,52063,1,PETROL,Manual,7,180950,Chandigarh
Renault Kiger,3522,1,PETROL,Manual,3,470900,Bihar
Datsun Go Plus,45062,1,PETROL,Manual,4,408100,Bihar
Maruti Wagon R 1.0,89791,1,PETROL,Manual,12,135200,Andhra Pradesh
Maruti Alto K10,34949,1,PETROL,Manual,9,130400,Chandigarh
Hyundai i10,87260,1,PETROL,Manual,12,88400,Chandigarh
Maruti Wagon R 1.0,37345,1,PETROL,Manual,10,136000,Bihar
Hyundai GRAND I10 NIOS,13450,1,PETROL,Manual,4,413000,Chandigarh
Hyundai i10,24442,1,PETROL,Manual,15,68400,Bihar
Maruti Celerio,65959,1,PETROL,Manual,7,217800,Chandigarh
Maruti Alto,77199,1,PETROL,Manual,13,69200,Bihar
Hyundai Eon,17410,1,PETROL,Manual,11,89200,Bihar
Hyundai NEW SANTRO,25560,1,PETROL,Manual,5,319900,Bihar
Honda Brio,40439,1,PETROL,Manual,13,147600,Andhra Pradesh
Maruti Wagon R 1.0,51080,1,PETROL,Manual,11,107920,Bihar
Hyundai Santro Xing,81627,1,PETROL,Manual,15,72400,Andhra Pradesh
Maruti Wagon R Stingray,49370,1,PETROL,Manual,9,148400,Bihar
Maruti Alto,40968,1,PETROL,Manual,13,86800,Andhra Pradesh
Maruti Wagon R 1.0,43861,1,PETROL,Manual,15,113200,Andhra Pradesh
Maruti Alto K10,34622,1,PETROL,Manual,14,70400,Bihar
Renault Kiger,23725,1,PETROL,Manual,4,364700,Bihar
Maruti Wagon R 1.0,68505,1,PETROL,Manual,7,194150,Bihar
Hyundai GRAND I10 NIOS,5200,1,PETROL,Manual,3,575450,Bihar
Hyundai NEW SANTRO,34580,1,PETROL,Manual,6,243100,Bihar
Renault Kwid,9008,1,PETROL,Manual,4,338100,Bihar
Maruti Celerio,41680,1,PETROL,Manual,6,273900,Bihar
Honda Brio,90184,1,PETROL,Manual,13,138000,Andhra Pradesh
Maruti Alto K10,48223,1,PETROL,Manual,9,126000,Chandigarh
Maruti Alto K10,56156,1,PETROL,Manual,7,195250,Chandigarh
Renault Kwid,64950,1,PETROL,Manual,9,87600,Bihar
Hyundai NEW I20,8096,1,PETROL,Manual,3,608600,Chandigarh
Maruti Wagon R 1.0,41116,1,PETROL,Manual,9,134400,Bihar
Hyundai Elite i20,63899,1,PETROL,Manual,8,229600,Chandigarh
Hyundai Grand i10,66442,1,PETROL,Manual,8,153200,Bihar
Hyundai Grand i10,32895,1,PETROL,Manual,10,162400,Chandigarh
Hyundai Grand i10,81418,1,PETROL,Manual,10,141200,Bihar
Hyundai Grand i10,23851,1,PETROL,Manual,8,166400,Bihar
Maruti Baleno,37288,1,PETROL,Manual,4,497000,Chandigarh
Maruti Baleno,41405,1,PETROL,Manual,3,546550,Bihar
Maruti Baleno,15063,1,PETROL,Manual,7,330550,Bihar
Maruti Baleno,61578,1,PETROL,Manual,5,411600,Chandigarh
Maruti Baleno,38708,1,PETROL,Manual,4,515900,Chandigarh
Maruti Baleno,14485,1,PETROL,Manual,4,548100,Bihar
Maruti Baleno,39723,1,PETROL,Manual,5,454300,Bihar
Hyundai Verna,29881,1,PETROL,Manual,6,475750,Bihar
Toyota YARIS,30460,1,PETROL,Manual,6,396000,Chandigarh
Hyundai Xcent,57000,1,PETROL,Manual,11,136000,Bihar
